RUT;DV;NOMBRES;PATERNO;MATERNO;NAC_DIA;NAC_MES;NAC_ANHO;DIRECCION;NRO;COMUNA;HABILITADO_SUFRAGAR;ES_VOCAL_MESA;NRO_MESA
17810495;0;María Paz;Ruiz;Parada;5;4;1990;ISLA OWEN;1889;PUDAHUEL;1;0;15
15943533;4;Magdalena Andrea;Díaz;Arevalo;7;8;1968;EL AGUILUCHO;7029;PROVIDENCIA;1;0;8
16711383;3;Leonardo Estéban;Ovedo;Poblete;26;12;2000;LOS ESTUDIANTES;6823;CERRILLOS;1;0;7
19437976;5;Rodrigo Ariel;Urrutia;Fournet;2;3;2008;MAYOR ABE;6045;MACUL;1;0;6
20902603;1;Elizabeth Andrea;Fuentes;Bazan;17;4;1990;SAN DIEGO;4737;SANTIAGO;1;0;4
17318888;9;Ivan Mario;Donoso;Sepúlveda;17;12;1985;MEXICO FRENTE AL;5566;RECOLETA;0;0;5
1454943;P;Florencia Antonia;Mancilla;Cariceo;2;4;2002;CRETA;5291;PUENTE ALTO;1;0;13
16609305;8;Mónica Denisse;Torres;Hernández;1;10;1993;EINSTEIN;6042;RECOLETA;1;0;13
16304063;8;Andre Franco;Aliaga;Escudero;22;3;1986;AV. IRARRAZAVAL;8674;ÑUÑOA;1;0;1
22419692;4;Elías Alejandro;Muñoz;Godoy;10;12;1990;RIO VOLCAN;9220;PUENTE ALTO;1;0;4
20049102;5;Matías Joaquín;Troncoso;Negrete;24;6;1977;AV. VITACURA FRENTE AL;1577;VITACURA;0;0;7
20820120;4;Catalia Alejandra;Martínez;Doren;23;4;1998;RIO CLARO;4703;PUENTE ALTO;1;0;6
17412416;7;Fernanda Soledad;Zuñiga;Poblete;29;9;1986;GUSTAVO ROSS (ESQ.JAVIERA CARRERA);3349;MAIPU;1;0;8
19880813;k;Andrea Celeste;Cabezas;Campos;3;9;2002;SAMOS;1823;PUDAHUEL;1;0;3
16629381;2;Urzúan Ariel;Nuñez;Aguilera;1;11;2006;ROMA;2536;CERRO NAVIA;1;0;1
16410016;2;Daniela Francisca;Sánchez;Gutierrez;29;11;1990;RIO QUELTEHUE;9729;PUENTE ALTO;1;0;15
17319176;6;Evelyn Andrea;Olea;González;10;2;1994;PHILIPPE COUSTEAU;9473;SAN BERNARDO;1;0;13
20832538;8;Nicolas Esteban;Baeza;Abad;8;3;1983;IRENE FREI;2891;ESTACION CENTRAL;1;0;1
17545263;k;David Ignacio;Ghiselini;Flores;6;10;2005;BLANCO ENCALADA;9198;SANTIAGO;1;0;10
18;168;Cristopher Antonio;Infante;Pardo;7;1;2000;GENERAL URRUTIA;6159;SAN BERNARDO;1;0;13
22566661;k;Isidora Joiere;Hernández;Villalobos;2;5;2000;RIO BACKER;5638;SAN BERNARDO;1;0;4
20286374;4;Nicolás Eduardo;Salas;Ojeda;18;8;1994;EDUARDO FREI MONTALVA;8903;LO ESPEJO;1;0;11
21179495;k;Diego Ignacio;Perez;Romero;25;9;1989;MILLANTU;3262;QUILICURA;1;0;1
17052609;0;Francisca Ignacia;González;Shepherd;26;1;2001;LOS ZAFIROS;8826;EL BOSQUE;1;0;7
19078836;9;Paulo Felipe;Romero;Herrera;14;8;1979;PIO BAROJA;2079;LA PINTANA;1;0;7
20454439;5;Ruben Eduardo;Zuñiga;González;10;3;2006;ERASMO ESCALA;4875;SANTIAGO;1;1;12
20665293;4;Lucas Ignacio;Godoy;Cornejo;13;2;1993;CURACO DE VELEZ;9719;PUENTE ALTO;1;0;5
19440245;7;Benjamin Antonio;García;Chandía;17;7;1995;RIO ITATA;9383;LA PINTANA;1;0;1
20454501;4;Hans Nicolás;Miranda;Rozas;8;5;2003;CONDELL;8492;SAN BERNARDO;1;0;1
22483648;1;Carla Alexandra;Alvarado;Olmos;1;5;1992;EL NOGAL;4508;CERRO NAVIA;1;0;11
18569112;8;Lucas Matias;Díaz;Salazar;7;2;1988;MANIO;1799;LA GRANJA;1;1;1
16268631;3;Felipe Andrés;Cejas;Espinoza;24;3;1994;LA PARROQUIA;2799;SAN RAMON;1;0;4
20118375;8;Laura Urzúla Constanza;Zuñiga;Cabrera;10;11;1988;TRANSITO;3367;QUINTA NORMAL;1;0;10
20952492;9;Camila Victoria;Iglesias;Riquelme;29;10;2000;LOS FLAMENCOS;7236;HUECHURABA;1;0;5
18663009;1;Fernando Esteban;Aranda;Pérez;22;8;1988;RIO DOURO;673;CERRO NAVIA;1;0;8
18121940;8;Juan Pablo;Rojas;Silva;12;8;1991;LOS ARRAYANES;3935;LO PRADO;1;0;7
15369070;7;Benjamín Israel;-;Rivas;14;8;1999;ARZOBISPO SUBERCASEUX;9584;ESTACION CENTRAL;1;0;1
20278966;8;Martina Antonia Alejandra;Acosta;Scappaticcio;20;3;1999;AV. LAZO;750;PEDRO AGUIRRE CERDA;1;0;2
19857508;9;Constanza Xenia;Roa;Cabezas;10;11;1993;PJE. GALICIA;5744;MAIPU;1;0;9
22777156;9;Bárbara Andrea;Herrera;Oller;9;6;1998;URUGUAY;8485;LA CISTERNA;1;0;11
13913767;1;Víctor Alejandro;Durán;Hernaez;2;5;1988;JULIO CESAR;2216;LA FLORIDA;1;0;9
19635485;9;Carlos Alberto;Escalona;Gutierrez;6;1;1987;ALTO DE LIPANGUE;4991;SAN BERNARDO;1;0;2
18171315;1;Javiera Paz;Cuevas;Venegas;30;10;1993;SAN MARTIN;1389;MAIPU;1;1;5
17311251;3;Maria Francisca;Juárez;Ugarte;9;10;1989;DEL REY;3920;MAIPU;1;0;8
19032698;5;Katherine Francisca;Avila;Bello;6;2;1991;NUEVA SAN MARTIN;8766;MAIPU;1;0;6
20746482;1;Nicolás;Albornoz;Jimenez;20;1;1997;NUEVA HORIZONTE;4415;EL BOSQUE;1;0;8
18669486;6;Luis Alejandro;Molina;Bobadilla;8;7;1988;LAS PARCELAS;4187;PEÑALOLEN;1;0;15
20983536;3;Ian Ignacio;Gajardo;Rojas;30;1;1977;ERNESTO RIQUELME;2600;LA CISTERNA;1;0;6
2612334;4;Martin Andrés Salas;Inostroza;Alvarez;7;6;1994;LOS AROMOS;1141;LO PRADO;1;0;4
17851414;8;Pablo Luciano;Ewert;López;19;7;2001;ISLA GUAITECAS;7053;LAS CONDES;1;0;9
20980434;4;Francia Nicole;Zeude;Neira;8;1;2005;SANTO DOMINGO;1365;SANTIAGO;1;0;12
17961242;9;Jorge Andres;Jiménez;Ladron de Guevara;3;6;1992;OSCAR CHANKS;1053;QUINTA NORMAL;1;1;10
21440089;8;Amatista Luna Sol;Becerra;Jara;14;8;1989;TENIENTE LUIS CRUZ MARTINEZ;406;LA PINTANA;1;0;7
18356393;9;Cristopher Andres;Gebert;Espinoza;10;12;1992;AV. LAGUNA SUR;1525;PUDAHUEL;1;0;1
18116211;2;Sebastián Andrés;Otalora;Correa;28;2;1980;PORTO ALEGRE;9184;LA PINTANA;1;0;5
22805378;3;Genoveva de Jesús;Yañez;Quezada;24;11;1992;AV. RECOLETA;4285;HUECHURABA;1;0;15
16018575;9;Martina Fernanda;Toro;San Martin;8;2;1994;CASTILLO;7859;SANTIAGO;1;0;11
11305244;9;David Ernesto;García;Troncoso;1;7;1992;MAC IVER FRENTE AL;4889;SANTIAGO;1;0;1
20746482;1;Sebastián Ignacio;Charlín;Alfaro;23;6;2000;SANTA ISABEL;4979;SANTIAGO;1;0;11
20240355;7;Victoria Alejandra;Huentenao;Ferrada;2;10;1992;EL HUERTO;6765;MAIPU;1;0;12
17706547;1;Fernanda Paz;Sepúlveda;Reyes;27;1;1986;SANTA PILAR;6646;LA PINTANA;1;0;1
21237062;2;Consuelo Andrea;Flores;Fuentes;6;5;2004;CENTRAL;5859;EL BOSQUE;1;0;11
17700340;9;Josefa Isidora;Uribe;Zenteno;18;6;2002;SAN LUIS DE MACUL;2842;PEÑALOLEN;1;0;3
16697840;8;Antpnía;Bezamat;Pinto;29;10;1993;MARIN;8038;SANTIAGO;1;0;3
22143709;8;María Olga;Verdugo;Solis;18;6;2001;GUADALAJARA;4279;PUDAHUEL;1;0;10
20072334;1;Patricio Andrés;Carbonell;Villavicencio;12;9;2001;LOS TAMARINDOS;2500;LO PRADO;1;0;4
17670259;1;Nicoál Alejandro;Orrego;Rios;20;7;2004;JULIO MONTT SALAMANCA;6263;CONCHALI;1;0;6
22469860;7;Francisca Javiera;Del Valle;Moscoso;4;3;1992;URETA COX;2345;SAN JOAQUIN;1;0;14
19407917;6;Ninoska Stephanie;Orellana;Gómez;29;10;1993;POETA DAMASO ALONSO;3805;LA PINTANA;1;0;8
17030072;6;Javier Paz;Muñoz;Urrutia;12;5;1998;AURELIO DIAZ MESA;1080;LA PINTANA;1;0;3
19517561;6;Constanza Soledad;Nelson;Osorio;11;12;2000;SANTA MARTA;4909;PUDAHUEL;1;0;6
22854782;4;Alexis Patricio;Rivera;Baez;8;4;1989;SANTA MARTA;1236;SAN BERNARDO;1;0;9
15936075;k;Constanza Belen;Vergara;Albornoz;13;11;1985;PARAGUAY;1091;ESTACION CENTRAL;1;0;3
19961157;7;Victoria Andrea;Vera;Guzmán;31;7;1991;LOS VILOS;8306;LA GRANJA;1;0;11
17599953;1;Sofia Paz;Klenner;Baeza;21;9;2005;FRANCISCO DE BORJA;2273;ESTACION CENTRAL;1;0;15
21095327;2;Francia Andrea;Ríos;Garcés;15;12;2016;ISTRIA;6041;CERRO NAVIA;1;1;11
20148431;6;María José;Llanquileo;Almoracid;18;10;1998;MAUVIDANCHE;9180;PUENTE ALTO;0;0;7
22074149;4;Humberto Alejandro;-;Díaz;6;6;2002;OMBU;1515;LA PINTANA;0;0;2
17578758;5;Vanie Paula;Rodríguez;Fuentes;16;12;2007;SAN LUIS DE MACUL;9691;PEÑALOLEN;1;1;15
20426827;4;Paulina Belen;González;Ortiga;15;5;1991;LAS PARCELAS;9388;PEÑALOLEN;1;0;4
19647117;0;Magali Lidia;Correa;Pizarro;26;7;1994;BEAUCHEF;8350;PEDRO AGUIRRE CERDA;1;0;7
22608487;8;Diego Esteban;Velilla;Olmedo;19;3;2008;SAN DANIEL;3887;PUDAHUEL;1;0;15
19573643;k;Jorge Ignacio;Alvarado;Fernández;1;9;2006;SPRINGHILL;3730;SAN JOAQUIN;1;0;8
17597247;1;Cristobal Andrés;-;Urrea;4;8;1972;BERNARDINO PARADA;8285;LA PINTANA;1;0;5
21924614;5;Macarena Belén;López;Lizama;15;11;2007;IGNACIO CARRERA PINTO;8913;LA PINTANA;1;0;14
19342126;1;Jose Luis Octavio;Cerda;Echevarria;1;3;2006;VICTOR MANUEL;2053;SANTIAGO;1;0;5
20679073;3;Andrés Alejandro;Firca;Valdivia;12;10;1995;ALMENDRAL;9124;PUDAHUEL;1;0;11
19673303;5;Gabriel Sebastián;-;Inzunza;25;1;1994;CABILDO;5669;SAN JOAQUIN;1;0;6
20109369;4;Daniela Francisca;Gallego;Silva;8;5;2002;TOPOCALMA;7457;RENCA;1;0;11
20573037;0;Diego Ignacio;Vielma;Pacheco;11;4;1994;SAN PABLO;573;SANTIAGO;1;0;12
16415290;1;Matias Antonio;Flores;Angles;27;1;2001;LIRA;845;SANTIAGO;1;0;3
21465384;2;Vicente;-;Cremades;26;12;1988;PINTOR CICARELLI;8101;SAN JOAQUIN;1;0;14
16659681;5;Valentina Angélica;Rojas;Lantadilla;5;4;1985;MIGUEL DE CERVANTES;1174;SAN BERNARDO;1;0;9
17103533;3;Javiera Alejandra;Soto;Silva;3;9;2001;AV. GRECIA;9154;PEÑALOLEN;1;0;5
17611569;1;Francisca;Oteiza;Saavedra;21;3;2003;BELARMINO MONASTERIO;9446;QUILICURA;1;0;5
19133560;0;Wido Andrés;Robles;Muñoz;8;8;1997;SAN LUIS;6025;INDEPENDENCIA;1;0;6
20961093;0;Arturo Andrés;Farias;Grisanti;6;7;1988;PARQUE DOS;6949;PEÑALOLEN;1;0;4
17218278;3;Roberto Ignacio;Cadegan;Carvajal;19;10;1992;AV. IRARRAZAVAL;6783;ÑUÑOA;1;0;1
19840559;0;Bastián Mario;Hormazábal;Basauri;17;1;1986;AV. LIBERTADOR BERNARDO OHIGGINS;8280;ESTACION CENTRAL;1;0;10
22713762;2;Tomas Maximiliano;Galvez;Osses;30;12;1983;PEDRO FONTOVA;2778;CONCHALI;1;1;2
21848255;4;Gustavo Ignacio;Arameda;Poblete;23;6;2001;1 DE MAYO;7884;PEDRO AGUIRRE CERDA;1;0;3
8777793;6;Alejandra Javiera;Carrera;Silva;13;1;1990;GALVARINO;2089;MAIPU;1;0;9
18173638;0;Matias Antonio;Aedo;Alarcon;3;2;1993;AV. CUATRO PONIENTE;7426;MAIPU;1;0;9
21319477;1;Franco Alberto;Huerta;Díaz;14;6;1970;LUIS CARRERA FRENTE AL;2102;VITACURA;1;0;7
21768770;5;Ricardo Andres;Serrano;Pausic;25;5;1998;SAN PABLO;7907;QUINTA NORMAL;1;0;14
17811762;9;Maritza Andrea;Lorenas;Stuardo;27;10;2002;EL MOLINO;1339;PUDAHUEL;1;0;12
19606610;1;Agustin Alberto;-;Jara;6;8;1987;PJE. IQUIQUE;7727;PUDAHUEL;1;0;6
22367103;9;Sergio Mauricio;Manríquez;Castillo;15;3;1990;SAN FRANCISCO;5387;PUDAHUEL;1;1;6
21320800;4;Carlos Ramón;Ewert;Nuñez;11;1;2003;PJE. ALGARROBO;4961;RENCA;1;0;15
17027429;3;Diana Francesca Alejandra;Velasquez;Correa;14;12;2002;CHACON ZAMORA;7601;LA FLORIDA;1;0;6
16406652;5;Rosana Mariana;Jimenez;Rivera;16;4;2003;LAGO ROSSELOT;690;PEÑALOLEN;1;0;11
21880872;7;Julio Ignacio;Renes;Mendoza;14;9;1989;PIRINEOS;3082;SAN BERNARDO;1;0;13
17612773;2;Mauricio Roberto;Soto;Sepulveda;17;2;2004;ENRIQUE MATTE;7987;PEDRO AGUIRRE CERDA;1;0;7
22812378;1;Ignacio Andrés;Vergara;Cisternas;4;9;2007;MAÑIO;8783;LA GRANJA;1;0;6
17609536;3;Macarena Alexandra;Contreras;Hidalgo;12;9;1993;AV. LARRAIN;1115;LA REINA;1;0;7
8122551;6;Diego Patricio;Lagos;Celume;31;3;1993;PJE. EL PONCHO;6516;LA FLORIDA;1;0;14
18020774;0;Mitzi Alejandra;Herrera;Bersano;11;12;1986;DIAGONAL SANTA IRENE;9354;LA FLORIDA;1;0;15
19485471;4;Cristobal Alejandro;Silva;Erazo;22;2;1986;EYZAGUIRRE;4603;SAN BERNARDO;1;1;11
17325499;7;Daniela Carolina;Aguilera;Muñoz;9;2;1989;SANTA ROSA;3771;SAN RAMON;1;0;4
16567146;4;Barbara Karla Anggie;Delfin;Castillo;18;9;1996;GRAN AVENIDA JOSE MIGUEL CARRERA;4895;SAN BERNARDO;1;0;10
19027235;8;Maria Teresa;Balvoran;Rojas;20;7;1990;AV. MACUL;9102;MACUL;1;0;12
21562435;8;Loreto Andrea;Bravo;Rivera;29;4;1990;LOS SAUCES;792;QUINTA NORMAL;1;1;1
22827250;7;Pablo Cristobal;Ahumada;Amaya;18;11;1993;ARTURO PRAT;2028;SANTIAGO;1;0;3
20454618;5;Romina Alejandra;Clavarría;Coloma;17;1;2001;CARLOS CASTELLON;1435;LA FLORIDA;1;0;9
18461513;4;Andrea Camila;Soto;Mendoza;3;9;2005;PJE. SANTA LORENA;7977;LA PINTANA;1;0;8
20470159;8;Sebastián Andrés;Cancino;Escalona;16;2;1987;AV. VICUÑA MACKENNA;689;SANTIAGO;1;0;9
21735770;5;Makarenna Andrea;Pagani;Castro;14;11;2004;AV. ROLANDO FRODEN;4216;LA FLORIDA;1;0;10
17780224;3;Nicole Andrea;López;Córdova;11;12;2000;TARAPACA;5906;SANTIAGO;1;0;12
13935913;5;Naiara Suyay;Henríquez;Paredes;19;11;1989;MAPOCHO;4149;CERRO NAVIA;1;1;5
18391590;8;Fernanda Beatriz;Quivira;Aros;12;1;1989;AV. LOS ZAPADORES;6851;RECOLETA;1;0;14
19817401;7;Patricia Eugenia;Vásquez;Araya;18;8;1992;TARMA TAMBO;2968;INDEPENDENCIA;1;0;10
15563936;9;Daniel Enrique;Medel;Aguirre;2;11;1993;PJE. DOCE;4983;PUENTE ALTO;1;0;2
20452721;0;Juan Pablo;Henrriquez;Campos;11;5;1996;POZO AL MONTE;464;LAS CONDES;1;0;14
20335997;7;Gabriel Ignacio;Van Schuerbeck;Cerda;25;09;2001;LIBERTADOR DE CHILE;9247;MAIPU;1;0;11
18465011;8;Emilio Manuel;Hermosilla;Muñoz;29;7;1996;LA GALAXIA;3665;MAIPU;0;0;3
22428061;0;Scarlet Andrea;Bustos;Ortiz;17;4;1989;PJE. QUELLON;804;PUENTE ALTO;1;0;1
18126694;5;Natalia Alejandra;Estades;Osorio;20;7;2004;SAGRADA FAMILIA;2500;PUENTE ALTO;0;0;11
22189719;6;Raul Davis;Pizarro;Rodríguez;10;6;1964;PJE. COLOSO;7968;RENCA;1;0;14
19753800;7;Domingo;Diaz;Ibañez;10;10;1987;DESIERTO DE ATACAMA;1250;PUENTE ALTO;1;0;11
17598594;4;Vannessa del Mar;Pérez;Miranda;26;4;2002;JUANITA ORIENTE;6822;PUENTE ALTO;1;0;5
15391880;5;Patricio Andrés;Campos;Aburto;9;9;1997;JUAN DE DIOS MALEBRAN;8994;PUENTE ALTO;1;0;12
18085756;7;Catalina Elisa;Sn Martín;Segovia;16;6;1999;CESTEROS;4027;PEÑALOLEN;1;0;5
20883024;4;Fernanda Javiera;Pozo;Pino;20;8;1976;RIO COPIAPO;4252;PUDAHUEL;1;0;8
19525200;9;Magdalena de las Mercedes;Azolas;Andrade;4;9;2003;BALMACEDA;5395;SAN BERNARDO;1;1;2
19079031;2;Camila Ignacia;Catalán;Pavez;27;12;1998;LOS DIAMANTES LOC;1390;MAIPU;1;0;12
19962673;8;Vicente Enrique;Carmona;Pizarro;9;10;1986;MAPOCHO;8544;CERRO NAVIA;1;0;5
16031906;2;Sebastian Francisco;Olivares;Maulén;30;10;1979;OBISPO JAVIER VASQUEZ VALENCIA;3975;LO ESPEJO;1;0;7
19331282;3;Hermogenes Matias;Silva;Farías;10;7;2005;CARMEN MENA;9816;SAN JOAQUIN;1;0;12
18737094;9;Camila Eugenia;Cornejo;Francis;15;5;1992;PJE. BATALLA DE RANCAGUA;9051;MAIPU;1;0;9
17959680;6;Carolina Belén;Alfaro;Navarro;8;6;1989;MEXICO;2441;LA FLORIDA;1;0;4
19308002;2;Catalina Pamela;Tapia;Arratia;29;3;1991;PIRAMIDE;1986;SAN MIGUEL;1;0;8
22239145;8;Francisco Javier;Rozas;Tudor;2;10;1986;EL MENSAJERO;2875;LA PINTANA;1;1;7
21195025;0;Maria Paz Constanza;Orellana;Marmolejo;23;2;1993;PERICLES AL LADO DE;3783;ÑUÑOA;1;0;7
17004252;2;Eduardo Alberto;-;Angles;12;2;1989;JUAN FRANCISCO GONZALEZ;2022;QUILICURA;0;0;8
22647279;7;Gabriel Esteban;Oliva;Vásquez;21;8;1999;LOS ESCRITORES;9236;MAIPU;1;0;12
16408055;2;Andrea Camila;Bejar;Tapia;16;4;1989;PJE. LAGUNA BLANCA;2437;MAIPU;1;0;4
21586827;3;Martín Rafael;Concha;Urra;6;12;1985;PANGAL;7972;MAIPU;0;1;5
16411303;5;Marcela Paz;Blanco;Irarrazabal;26;3;1976;QUILHUIRI;2889;MACUL;1;0;7
17922;374;Antonio Clemente;Garcia;Guzmán;30;7;1991;LOS TULIPANES;5989;RENCA;1;0;1
22294336;1;Paulo Cesar;Zapata;Ponce;27;10;1989;JAVIERA SALAS;7718;ESTACION CENTRAL;1;0;12
16610701;9;Javiera Andrea;Urrutia;Villarroel;13;4;1991;DIVINO MAESTRO;6117;CERRILLOS;0;0;1
20100400;4;Cristóbal Antonio;Garín;Vergara;8;8;1989;LO ERRAZURIZ;3845;CERRILLOS;1;0;14
16127344;9;Hector Octavio;Orellana;Puebla;11;5;2002;COLON;1190;INDEPENDENCIA;1;0;7
21401115;8;Eduardo Andrés;Quiroga;Yañez;17;9;1999;PJE. PRINCIPAL;9300;INDEPENDENCIA;1;0;1
17182186;k;Juanita;Bustamante;Zepeda;25;2;1988;AV. INDEPENDENCIA;5304;INDEPENDENCIA;1;0;7
17265301;4;Constanza Daniela;Rivera;Pizarro;8;1;2002;AGATA;703;RENCA;1;0;12
19160490;3;Daniela Alexandra;Huerta;Urzúa;17;1;1992;PLAZUELA EL NOGAL;4476;ESTACION CENTRAL;1;0;15
15452493;2;Francisca Fernanda;Pavez;Poblete;9;11;1992;HECTOR ORREGO;4398;CERRILLOS;0;0;6
18167991;3;Ysidora Trinidad;Peña;Ponce;10;9;1996;AGUSTINAS;3020;SANTIAGO;1;0;15
17278262;0;Blanca Ayelen;Diaz;Garrido;25;6;1997;MAIPU;9702;MAIPU;1;0;11
19794762;4;Javiera Alejandra Georgina;Cabello;Herrera;16;4;1996;RIO AMAZONAS;4763;CONCHALI;1;0;15
15841275;6;Alejandra;Jimenez;Vásquez;17;3;1995;DIVINO MAESTRO;4438;CERRILLOS;1;1;4
20382163;8;Constanza Camila;Cortés;Matus;22;6;1977;LAS VIOLETAS;5942;CERRILLOS;1;0;8
16471622;8;Camila Andrea;Arellano;Castro;7;1;1985;AV. FERNANDEZ ALBANO;8113;SAN RAMON;1;0;10
20448843;6;Matías Ignacio;-;Ramirez;29;5;1998;MANANTIALES;484;CERRO NAVIA;1;0;6
18675061;6;Rosamarie Ellen;Chavez;Gutiérrez;8;11;1989;BACTERIOLOGICO;9409;LA FLORIDA;1;1;1
18170291;5;Veronica Elizabeth;Pino;Díaz;24;2;1987;ARTURO PRAT;8175;RENCA;1;0;11
18169396;7;Bárbara María;Ibarra;Inostroza;21;6;2006;BRASIL;9209;CERRILLOS;1;0;14
21857977;3;Richard Alfredo;Valdebenito;Suárez;6;5;2006;PROFESOR FUENTES MATURANA;3669;QUINTA NORMAL;1;0;4
21639755;k;Daniel Antonio;Lecaros;Mella;11;10;1999;SALVADOR GUTIERREZ;4309;CERRO NAVIA;1;0;10
21908940;6;Sebastian Ignacio;Bustamante;Fredes;29;8;1991;PJE.;7765;PEÑALOLEN;1;0;11
16661169;5;Felipe Andres;Escudero;Becerra;19;5;1988;JOSE JOAQUIN PEREZ;5528;RENCA;1;0;4
21022226;k;Valery Melissa;Rivera;Arevalo;24;9;1982;MANUEL RODRIGUEZ;7872;ESTACION CENTRAL;1;0;14
17490215;0;Maritza Alejandra;Ganne;Merino;5;12;1997;GENERAL PRIETO;1159;INDEPENDENCIA;1;0;14
20537093;5;Nicolás Andrés;Pincheira;Gálvez;27;11;1997;AV. LIBERTADOR BERNARDO OHIGGINS;5137;ESTACION CENTRAL;1;0;1
20728867;5;Javier Eduardo;Osorio;Reveco;5;3;1993;AV. BRASIL;4956;RENCA;1;0;7
22202545;1;Francisca Alejandra;López de Maturana;Leiva;9;10;2005;SANTA ANA;2530;SAN RAMON;1;0;13
19670989;4;Valentina Paz;Castro;Cruz;19;7;1999;NOGALES;4806;SAN BERNARDO;1;0;12
22524484;7;Amanda Cristina;Schwarz;Méndez;22;10;2003;JESUS OBRERO;7680;QUILICURA;1;0;2
22068318;4;Alvaro;Rozas;Vega;26;12;2001;ORURO;5060;QUILICURA;1;1;13
19961705;2;Natalia Constanza de Jesús;Lagos;Toro;26;5;1992;MANANTIALES;6817;QUINTA NORMAL;1;0;9
19513479;0;Tomas Alejandro;Farias;Aricata;9;9;1998;LOS PLANETAS;6872;CERRILLOS;1;1;11
19482660;5;Grissella Antonia;Morales;Sierra;25;5;1986;HECTOR ORREGO;9952;CERRILLOS;1;0;4
22301595;6;Nicolás Andrés;Vega;Calvo;20;1;1990;ALBERTO GONZALEZ;3823;CONCHALI;0;0;7
18578233;6;Camilo Hernán;Gomez;Henriquez;7;11;1991;LO ESPEJO;9852;EL BOSQUE;1;0;15
19647547;8;Angel David;Pradenas;Soza;30;4;1990;MANUELA ERRAZURIZ;1212;PEDRO AGUIRRE CERDA;1;1;14
17927745;k;Francisco Javier;Ganen;Remaggi;4;7;1997;RIO PUELCHE;9695;PUENTE ALTO;1;0;15
16156380;3;Cristopher Andres;Ulloa;Cerda;6;11;1985;EL COBRE;1012;ÑUÑOA;1;0;11
17033086;2;Fernanda Beatriz;Vargas;Marillán;24;9;1970;AV. IRARRAZAVAL;8257;ÑUÑOA;1;0;14
17268693;1;Danae Anais;Campusano;Donoso;24;7;1992;ALDUNATE;1199;SANTIAGO;1;0;6
20807831;3;Luciano David;Gonzalez;Reyes;28;10;1991;SAN FRANCISCO;6349;SANTIAGO;1;0;6
19635898;6;Katherine;Hodges;Fernandez;3;12;2007;AYSEN;3057;SAN JOAQUIN;1;0;4
16751926;1;Viviana Estephania;Pavez;Quinteros;21;1;1975;NONATO COO;2228;PUENTE ALTO;1;1;8
22352957;7;María Antonia de Monserrat;Vásquez;Donoso;27;11;1982;TOME;3645;PUENTE ALTO;1;0;1
16741104;5;Nicolás Hernán;Catalán;Narvaez;6;5;1986;CRISTOBAL COLON;1428;LAS CONDES;1;0;10
21499147;0;Camila Liliana;Salinas;Gonzalez;26;2;1990;MANQUEHUE NORTE;2803;VITACURA;1;0;14
13488831;8;Matias Alonso;Gajardo;Hernandez;2;10;2000;LO MARCOLETA;6183;QUILICURA;1;1;5
19606022;7;Emilia;Cerda;Matabeniaz;20;5;2007;ANDRES DE USTARIZ;6152;QUINTA NORMAL;1;0;14
19539470;9;Danilo Eduardo;Marambio;Berrios;21;12;1996;ROSA ESTER RODRIGUEZ;7301;CERRILLOS;1;0;14
18880399;7;Manuel Alejandro;Vergara;Vargas;7;4;1984;AV. LOS ZAPADORES;1083;CONCHALI;1;0;12
21790099;9;Camilo Fernando;Lizárraga;Galleguillos;30;11;1994;BARON DE JURA REALES;6072;CONCHALI;1;1;15
19661416;8;Jamilett Alejandra;Pardo;Sánchez;26;5;1997;MATTA;7372;SANTIAGO;1;0;11
18395237;4;Sergio Andres;Bueno;Cerda;6;2;1990;SAN GUILLERMO;7920;PUENTE ALTO;1;0;15
17673514;7;Valentina Paz;Sepúlveda;Espinosa;20;10;2001;POZO AL MONTE;8295;MAIPU;1;0;4
18088000;3;María José;Marchant;Roa;22;9;1992;LOS BAQUEANOS;384;PEÑALOLEN;1;0;11
18879607;9;Bárbara Nicole;Becerra;Alarcón;29;8;2003;EL ACERO;1322;LA FLORIDA;1;0;2
18395103;3;Josefa Belen;Leiva;Galaz;8;4;1995;INDUSTRIAS;4037;LA CISTERNA;1;0;14
15941604;6;Cristina Eliana;Ramirez;Garrido;9;11;1991;ARTURO PRAT;8241;RENCA;1;0;8
21942661;5;Catherina Antonella;Delgado;Salvatierra;5;3;2003;DIAGONAL LAS TORRES;5158;PEÑALOLEN;0;0;1
18637519;k;Geraldine Loreto;Fernad;Tapía;9;11;1988;SAN MIGUEL;5971;LA FLORIDA;1;0;2
17010176;6;Javiera Francisca;Leal;Jorquera;19;10;2005;LOS COIGUES;4420;PEÑALOLEN;1;0;7
22368545;5;Ivo Alexis;Obrequiz;Castillo;14;12;1987;LOS OLMOS;5514;MACUL;1;0;12
20328034;8;Alfredo Sebastián;Corvalan;Hernández;12;4;1988;ADELA MARTINEZ;8817;RECOLETA;1;0;5
19913369;1;Constanza Valentina;Nuñez;Ortega;3;12;2005;LAS PARCELAS;723;LA GRANJA;1;0;3
17409615;5;David Guillermo;Sanhueza;Espinosa;10;11;1989;CORDILLERA;8732;LA REINA;1;0;11
20248409;3;Grillian de Lourdes;Ahorado;Perea;22;1;2000;LA TRAVESIA;9690;PUDAHUEL;0;0;9
17678053;3;Regina Valeska;Gosoy;Boza;8;7;1988;ZURICH NORTE;3557;LA CISTERNA;1;0;1
